49, Craft-repair, Private,40,7298, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
22, Adm-clerical, Private,40,0, Some-college,10, Never-married, Unmarried, White, Female, United-States, <=50K
43, Prof-specialty, Private,40,0, Bachelors,13, Divorced, Not-in-family, White, Male, United-States, <=50K
35, Tech-support, State-gov,40,0, Some-college,10, Divorced, Unmarried, White, Female, United-States, <=50K
24, Prof-specialty, Federal-gov,45,-1741, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
43, Prof-specialty, Private,50,-1977, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
34, Sales, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
28, Tech-support, Private,40,0, Some-college,10, Separated, Unmarried, White, Male, United-States, >50K
53, Sales, Private,35,0, HS-grad,9, Widowed, Not-in-family, White, Female, United-States, <=50K
41, Exec-managerial, Self-emp-not-inc,38,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
51, Exec-managerial, Self-emp-not-inc,40,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, <=50K
40, Prof-specialty, Self-emp-not-inc,2,0, Assoc-acdm,12, Never-married, Own-child, Black, Female, United-States, <=50K
58, Handlers-cleaners, Private,40,0, 9th,5, Married-civ-spouse, Husband, White, Male, United-States, <=50K
19, Sales, Private,40,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
25, Adm-clerical, Self-emp-inc,40,0, Bachelors,13, Never-married, Own-child, Asian-Pac-Islander, Female, United-States, <=50K
36, Sales, Private,50,5178, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
20, Other-service, Private,16,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
36, Protective-serv, Local-gov,53,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, >50K
63, Sales, Self-emp-inc,60,14084, Some-college,10, Widowed, Not-in-family, White, Female, United-States, >50K
23, Handlers-cleaners, Federal-gov,25,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, <=50K
59, Adm-clerical, Private,34,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
22, Tech-support, Private,60,0, Assoc-voc,11, Divorced, Not-in-family, White, Male, United-States, <=50K
42, Tech-support, Private,45,7298, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
33, Craft-repair, Self-emp-not-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
24, Prof-specialty, Private,8,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
49, Other-service, Private,40,0, Preschool,1, Married-civ-spouse, Husband, White, Male, ?, <=50K
32, Protective-serv, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
61, Adm-clerical, Local-gov,40,2885, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, <=50K
41, Other-service, Private,40,0, Bachelors,13, Divorced, Not-in-family, White, Male, United-States, <=50K
41, Exec-managerial, Federal-gov,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, >50K
44, Craft-repair, Federal-gov,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
37, Prof-specialty, Local-gov,60,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
52, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
46, Adm-clerical, Local-gov,40,0, Assoc-acdm,12, Married-civ-spouse, Husband, White, Male, United-States, <=50K
25, Other-service, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
42, Craft-repair, Private,40,-1887, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
39, Machine-op-inspct, Private,40,0, Some-college,10, Never-married, Other-relative, Asian-Pac-Islander, Male, Philippines, <=50K
65, Exec-managerial, Private,40,0, Assoc-voc,11, Divorced, Not-in-family, White, Female, United-States, <=50K
52, Adm-clerical, Private,38,-1741, HS-grad,9, Divorced, Unmarried, White, Female, United-States, <=50K
69, Protective-serv, State-gov,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
35, Exec-managerial, Private,40,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, >50K
31, Machine-op-inspct, Private,40,5013, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
21, Adm-clerical, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
39, Other-service, Self-emp-not-inc,40,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, United-States, <=50K
18, Adm-clerical, Private,20,0, HS-grad,9, Never-married, Own-child, White, Female, United-States, <=50K
21, Farming-fishing, Private,40,0, HS-grad,9, Separated, Own-child, White, Male, United-States, <=50K
21, Sales, Private,40,0, Some-college,10, Married-civ-spouse, Wife, Amer-Indian-Eskimo, Female, United-States, <=50K
55, Craft-repair, Private,55,0, Bachelors,13, Married-spouse-absent, Unmarried, White, Female, Ireland, <=50K
36, Exec-managerial, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
22, Sales, Private,40,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
45, Prof-specialty, Private,38,5455, Assoc-acdm,12, Divorced, Unmarried, White, Female, United-States, <=50K
49, Prof-specialty, Private,40,0, HS-grad,9, Separated, Unmarried, Black, Female, United-States, <=50K
33, Prof-specialty, Private,40,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, >50K
31, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
38, Prof-specialty, Local-gov,60,-2258, Masters,14, Never-married, Not-in-family, White, Female, United-States, <=50K
43, Machine-op-inspct, Self-emp-not-inc,80,0, Bachelors,13, Married-civ-spouse, Wife, Asian-Pac-Islander, Female, Thailand, <=50K
36, Prof-specialty, Local-gov,40,0, Masters,14, Married-civ-spouse, Wife, White, Female, United-States, >50K
46, Prof-specialty, Self-emp-inc,60,0, Prof-school,15, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Transport-moving, Self-emp-inc,55,0, Assoc-voc,11, Never-married, Unmarried, White, Male, United-States, <=50K
38, Craft-repair, Local-gov,45,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
26, Sales, Private,65,0, Assoc-voc,11, Never-married, Other-relative, Black, Male, United-States, <=50K
35, Sales, Self-emp-inc,40,0, Assoc-acdm,12, Never-married, Own-child, White, Male, United-States, <=50K
45, Craft-repair, Private,60,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
27, Exec-managerial, Private,40,3325, Assoc-acdm,12, Never-married, Not-in-family, White, Male, United-States, <=50K
24, Adm-clerical, Federal-gov,25,0, Some-college,10, Divorced, Unmarried, Black, Female, United-States, <=50K
38, Protective-serv, State-gov,40,0, Some-college,10, Divorced, Unmarried, Amer-Indian-Eskimo, Female, United-States, >50K
25, Machine-op-inspct, Private,40,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
90, Adm-clerical, Private,40,0, Some-college,10, Separated, Own-child, White, Female, Puerto-Rico, <=50K
41, Sales, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, >50K
45, Prof-specialty, Self-emp-not-inc,40,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
42, Prof-specialty, Private,40,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
28, Exec-managerial, Private,60,0, Bachelors,13, Married-civ-spouse, Wife, White, Female, United-States, >50K
47, Prof-specialty, Local-gov,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
36, Exec-managerial, Self-emp-inc,50,99999, HS-grad,9, Married-civ-spouse, Husband, White, Male, ?, >50K
44, Exec-managerial, Self-emp-not-inc,40,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
46, Tech-support, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, >50K
31, Protective-serv, Private,40,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
29, Prof-specialty, Private,40,0, Bachelors,13, Never-married, Not-in-family, White, Male, United-States, <=50K
48, Other-service, Private,20,0, Bachelors,13, Widowed, Unmarried, White, Female, United-States, <=50K
29, Transport-moving, Private,45,0, HS-grad,9, Never-married, Not-in-family, White, Female, United-States, <=50K
59, Farming-fishing, State-gov,40,0, 10th,6, Married-civ-spouse, Husband, White, Male, United-States, <=50K
18, Adm-clerical, Private,20,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
31, Machine-op-inspct, Private,40,0, Some-college,10, Married-civ-spouse, Husband, Black, Male, Trinadad&Tobago, <=50K
24, Handlers-cleaners, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
33, Sales, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, Cuba, >50K
36, Handlers-cleaners, Private,40,0, 10th,6, Never-married, Not-in-family, White, Male, United-States, <=50K
32, Prof-specialty, Private,40,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
24, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Own-child, White, Female, United-States, <=50K
34, Craft-repair, Private,40,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
40, Adm-clerical, Local-gov,40,0, HS-grad,9, Never-married, Own-child, White, Female, United-States, <=50K
24, Machine-op-inspct, Private,40,0, Some-college,10, Never-married, Not-in-family, White, Male, United-States, <=50K
36, Transport-moving, Self-emp-inc,57,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
43, Sales, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, United-States, <=50K
52, Handlers-cleaners, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
62, Prof-specialty, Self-emp-not-inc,40,0, Bachelors,13, Divorced, Not-in-family, White, Female, United-States, >50K
64, Exec-managerial, Private,16,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
52, Adm-clerical, Local-gov,40,0, HS-grad,9, Divorced, Unmarried, Black, Female, United-States, <=50K
21, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Own-child, White, Male, United-States, <=50K
53, Sales, Private,40,2597, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
40, ?, ?,25,0, HS-grad,9, Divorced, Not-in-family, White, Male, United-States, <=50K
45, Sales, Self-emp-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
27, Adm-clerical, Private,40,0, Bachelors,13, Married-spouse-absent, Not-in-family, White, Male, United-States, <=50K
62, Prof-specialty, Private,70,0, Masters,14, Never-married, Not-in-family, White, Male, United-States, <=50K
20, Sales, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
45, Craft-repair, Private,99,0, Some-college,10, Divorced, Unmarried, White, Male, United-States, <=50K
57, Adm-clerical, Private,45,0, HS-grad,9, Divorced, Not-in-family, White, Female, United-States, <=50K
35, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, >50K
49, Other-service, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, Asian-Pac-Islander, Male, China, <=50K
35, Adm-clerical, Private,42,-1887, HS-grad,9, Married-civ-spouse, Wife, White, Female, United-States, >50K
22, Sales, Private,35,0, Some-college,10, Never-married, Own-child, White, Male, United-States, <=50K
26, Sales, Private,48,0, Bachelors,13, Never-married, Not-in-family, White, Female, United-States, <=50K
48, ?, ?,35,0, 10th,6, Married-civ-spouse, Wife, Black, Female, United-States, <=50K
40, Other-service, Private,8,0, Some-college,10, Separated, Unmarried, White, Female, United-States, <=50K
54, Exec-managerial, Private,45,0, Bachelors,13, Divorced, Unmarried, White, Male, United-States, >50K
27, Adm-clerical, Private,40,0, HS-grad,9, Never-married, Not-in-family, White, Male, United-States, <=50K
29, Exec-managerial, Private,50,0, Bachelors,13, Married-civ-spouse, Husband, White, Male, France, >50K
38, Adm-clerical, Private,40,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, <=50K
51, Prof-specialty, Private,35,0, Bachelors,13, Never-married, Not-in-family, Black, Male, United-States, <=50K
42, Sales, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
26, Adm-clerical, Private,40,0, 5th-6th,3, Never-married, Own-child, White, Female, Mexico, <=50K
26, Prof-specialty, Local-gov,40,0, Masters,14, Married-spouse-absent, Not-in-family, White, Female, United-States, <=50K
48, Machine-op-inspct, Private,40,0, 7th-8th,4, Married-civ-spouse, Husband, White, Male, United-States, >50K
56, Sales, Private,40,0, Some-college,10, Married-civ-spouse, Husband, White, Male, United-States, <=50K
43, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, Black, Male, Germany, >50K
43, Adm-clerical, Private,40,0, Some-college,10, Married-civ-spouse, Wife, White, Female, United-States, <=50K
19, Adm-clerical, Private,20,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
61, Other-service, Private,30,0, Some-college,10, Divorced, Not-in-family, White, Female, United-States, <=50K
46, Other-service, Private,32,0, 7th-8th,4, Separated, Not-in-family, White, Female, United-States, <=50K
22, Other-service, Private,30,0, Some-college,10, Never-married, Not-in-family, White, Female, United-States, <=50K
44, Exec-managerial, Private,50,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
50, Transport-moving, Private,50,0, 9th,5, Divorced, Not-in-family, White, Male, United-States, <=50K
48, Prof-specialty, Private,40,-1902, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
25, Craft-repair, Private,40,0, HS-grad,9, Never-married, Own-child, Black, Male, United-States, <=50K
24, Handlers-cleaners, Private,25,0, HS-grad,9, Never-married, Own-child, Black, Male, United-States, <=50K
40, Protective-serv, Local-gov,40,0, Assoc-voc,11, Married-civ-spouse, Husband, White, Male, United-States, >50K
38, Sales, Private,60,0, HS-grad,9, Separated, Not-in-family, White, Male, United-States, <=50K
34, Machine-op-inspct, Private,48,0, HS-grad,9, Never-married, Unmarried, Black, Female, United-States, <=50K
65, Exec-managerial, Self-emp-inc,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, United-States, <=50K
51, Other-service, Private,32,0, HS-grad,9, Divorced, Other-relative, Black, Male, Haiti, <=50K
42, Machine-op-inspct, Private,40,0, HS-grad,9, Married-civ-spouse, Husband, White, Male, Mexico, <=50K
23, Adm-clerical, Private,16,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
38, Adm-clerical, Private,40,0, HS-grad,9, Divorced, Own-child, White, Female, United-States, <=50K
50, Sales, Self-emp-inc,40,0, Masters,14, Married-civ-spouse, Husband, White, Male, United-States, >50K
38, Craft-repair, Private,40,0, 11th,7, Married-civ-spouse, Husband, White, Male, Guatemala, <=50K
19, Prof-specialty, Local-gov,20,0, Some-college,10, Never-married, Own-child, White, Female, United-States, <=50K
